66,37,47,0.5,2
66,63,62,0.5,1
66,66,64,0.5,1
66.5,65,63,0.5,1
66.5,68,65,0.5,1
67,63,62,0.5,1
67,66,64,0.5,1
67.5,37,47,0.5,2
67.5,42,50,0.5,5
67.5,65,63,3,1
67.5,70,66,3,1
68,37,47,0.5,2
68,46,52,3,5
68,48,53,3.5,2
68,60,60,3.5,2
68,65,63,4,4
68,70,66,4,4
68.5,58,59,0.5,8
69,60,60,0.5,8
69.5,37,47,0.5,2
69.5,63,62,0.75,8
70,37,47,0.5,2
70.5,65,63,1,8
71,63,62,0.33333,1
71.33333,65,63,0.33333,1
71.5,37,47,0.5,2
71.66667,63,62,0.33333,1
72,39,48,0.5,5
72,63,62,4,4
72,70,66,3.75,1
72.75,39,48,0.5,5
73.5,39,48,0.75,5
74,63,62,2,6
74,70,66,2,6
74,75,69,2,6
74.5,39,48,0.25,5
75,39,48,0.75,5
76,34,45,0.5,5
76,58,59,4,4
76,63,62,0.5,6
76,70,66,0.75,1
76,70,66,0.5,6
76,74,68,0.5,6
76.66667,63,62,0.5,6
76.75,34,45,0.5,5
76.75,70,66,0.5,1
76.75,70,66,0.5,6
76.75,74,68,2.25,6
77.25,60,60,0.25,6
77.25,67,64,0.25,1
77.25,67,64,0.25,6
77.25,72,67,0.25,6
77.5,34,45,0.75,5
77.5,58,59,1.5,6
77.5,65,63,1.75,1
77.5,65,63,1.5,6
77.5,70,66,1.5,6
78.5,34,45,0.25,5
79,34,45,0.75,5
79.25,63,62,0.25,1
79.5,65,63,0.25,1
79.75,67,64,0.25,1
80,32,44,0.5,5
80,56,58,4,4
80,68,65,0.5,1
80.5,67,64,0.5,1
80.75,32,44,0.5,5
81,65,63,0.5,1
81.5,32,44,0.75,5
81.5,63,62,0.25,1
81.75,65,63,1.25,1
82.5,32,44,0.25,5
83,32,44,0.75,5
83.25,63,62,0.25,1
83.5,65,63,0.25,1
83.75,67,64,0.25,1
84,34,45,0.5,5
84,58,59,4,4
84,68,65,0.5,1
84.5,67,64,0.5,1
84.75,34,45,0.5,5
85,65,63,0.5,1
85.5,34,45,0.75,5
85.5,63,62,0.25,1
85.75,63,62,1.25,1
86.5,34,45,0.25,5
87,34,45,0.75,5
87.25,70,66,0.25,1
87.5,70,66,0.25,1
87.75,70,66,0.25,1
88,39,48,0.5,5
88,63,62,4,4
88,70,66,3.75,1
88.75,39,48,0.5,5
89.5,39,48,0.75,5
90,63,62,2,6
90,70,66,2,6
90,75,69,2,6
90.5,39,48,0.25,5
91,39,48,0.75,5
92,34,45,0.5,5
92,58,59,4,4
92,63,62,0.5,6
92,70,66,0.75,1
92,70,66,0.5,6
92,74,68,0.5,6
92.66667,63,62,0.5,6
92.75,34,45,0.5,5
92.75,70,66,0.5,1
92.75,70,66,0.5,6
92.75,74,68,2.25,6
93.25,60,60,0.25,6
93.25,67,64,0.25,1
93.25,67,64,0.25,6
93.25,72,67,0.25,6
93.5,34,45,0.75,5
93.5,58,59,1.5,6
93.5,65,63,1.75,1
93.5,65,63,1.5,6
93.5,70,66,1.5,6
94.5,34,45,0.25,5
95,34,45,0.75,5
95.25,63,62,0.25,1
95.5,65,63,0.25,1
95.75,67,64,0.25,1
96,32,44,0.5,5
96,56,58,4,4
96,68,65,0.5,1
96.5,67,64,0.5,1
96.75,32,44,0.5,5
97,65,63,0.5,1
97.5,32,44,0.75,5
97.5,63,62,0.25,1
97.75,65,63,1.25,1
98.5,32,44,0.25,5
99,32,44,0.75,5
99.25,63,62,0.25,1
99.5,65,63,0.25,1
99.75,67,64,0.25,1
100,34,45,0.5,5
100,58,59,4,4
100,68,65,0.5,1
100.5,67,64,0.5,1
100.75,34,45,0.5,5
101,65,63,0.5,1
101.5,34,45,0.75,5
101.5,63,62,0.25,1
101.75,65,63,1.25,1
102.5,34,45,0.25,5
103,34,45,0.75,5
103.25,63,62,0.25,1
103.5,65,63,0.25,1
103.75,63,62,0.25,1
104,32,44,0.5,5
104,56,58,4,4
104,70,66,6,1
104.75,32,44,0.5,5
105.5,32,44,0.75,5
106.5,32,44,0.25,5
107,32,44,0.75,5
107,65,63,1,6
107,72,67,1,6
108,27,41,0.5,5
108,51,55,4,4
108,63,62,4,6
108,70,66,4,6
108.75,27,41,0.5,5
109.5,27,41,0.75,5
110.5,27,41,0.25,5
111,27,41,0.75,5
112,48,53,2.25,2
112,51,55,1.5,0
112,58,59,0.5,0
112,58,59,0.5,1
112,60,60,2.25,2
112,63,62,0.5,0
112,63,62,4,4
112,67,64,0.5,0
112,67,64,4,4
112.5,58,59,0.25,0
112.5,63,62,0.25,0
112.5,67,64,0.25,0
112.5,67,64,2,1
112.75,58,59,0.25,0
112.75,63,62,0.25,0
112.75,67,64,0.25,0
113,58,59,0.25,0
113,63,62,0.25,0
113,67,64,0.25,0
113.5,51,55,2.5,0
113.5,58,59,0.75,0
113.5,63,62,0.75,0
113.5,67,64,0.75,0
114.5,58,59,0.5,0
114.5,63,62,0.5,0
114.5,67,64,0.5,0
115,58,59,0.25,0
115,63,62,0.25,0
115,63,62,0.5,1
115,67,64,0.25,0
115.25,58,59,0.25,0
115.25,63,62,0.25,0
115.25,67,64,0.25,0
