140.5,64,62,0.75,2
140.5,76,69,1,2
141,35,45,1,4
141.25,71,66,0.25,2
141.5,66,63,0.5,0
141.5,66,63,0.5,1
141.5,67,64,0.5,2
141.5,69,65,0.5,0
142,40,48,2,3
142,40,48,1,4
142,67,64,1.5,0
142,67,64,1.5,1
142,71,66,1.5,0
142,76,69,0.25,2
142.25,71,66,0.25,2
142.5,67,64,0.25,2
142.75,76,69,0.75,2
143,35,45,1,4
143.25,71,66,0.25,2
143.5,67,64,0.5,2
143.5,69,65,0.5,0
143.5,69,65,0.5,1
143.5,74,68,0.5,0
144,40,48,2,3
144,40,48,1,4
144,71,66,1,0
144,71,66,1,1
144,76,69,1,0
144.5,64,62,0.75,2
144.5,76,69,1,2
145,35,45,1,4
145,64,62,0.5,0
145,64,62,0.5,1
145,71,66,0.5,0
145.25,71,66,0.25,2
145.5,62,61,0.5,0
145.5,62,61,0.5,1
145.5,67,64,0.5,2
145.5,69,65,0.5,0
146,40,48,2,3
146,40,48,1,4
146,64,62,3,0
146,64,62,3,1
146,71,66,3,0
146,76,69,0.25,2
146.25,71,66,0.25,2
146.5,67,64,0.25,2
146.75,76,69,0.75,2
147,35,45,1,4
147.25,71,66,0.25,2
147.5,67,64,0.5,2
148,40,48,2,3
148,40,48,1,4
148,76,69,0.25,2
148.25,71,66,0.25,2
148.5,67,64,0.25,2
148.75,38,47,0.25,4
148.75,76,69,0.75,2
149,40,48,0.5,4
149,67,64,0.5,0
149,67,64,0.5,1
149,71,66,0.5,0
149.25,71,66,0.25,2
149.5,42,49,0.5,4
149.5,67,64,0.5,2
149.5,69,65,0.5,0
149.5,69,65,0.5,1
149.5,72,67,0.5,0
150,43,50,2,3
150,43,50,1,4
150,71,66,0.75,0
150,71,66,0.75,1
150,74,68,0.75,0
150.5,67,64,0.75,2
150.5,79,71,1,2
150.75,71,66,0.25,0
150.75,71,66,0.25,1
150.75,74,68,0.25,0
151,43,50,1,4
151,71,66,0.5,0
151,71,66,0.5,1
151,74,68,0.5,0
151.25,74,68,0.25,2
151.5,71,66,0.5,0
151.5,71,66,0.5,1
151.5,71,66,0.5,2
151.5,74,68,0.5,0
152,38,47,1,4
152,45,51,2,3
152,69,65,1,0
152,69,65,1,1
152,72,67,1,0
152,78,70,0.25,2
152.25,74,68,0.25,2
152.5,69,65,0.5,2
152.75,38,47,0.25,4
152.75,78,70,0.75,2
153,38,47,1,4
153,69,65,0.5,0
153,69,65,0.5,1
153,72,67,0.5,0
153.25,74,68,0.25,2
153.5,66,63,0.5,0
153.5,66,63,0.5,1
153.5,69,65,0.5,0
153.5,69,65,0.5,2
154,33,44,1,4
154,45,51,2,3
154,62,61,0.75,0
154,62,61,0.75,1
154,66,63,0.75,0
154.5,69,65,1,2
154.5,78,70,1,2
154.75,33,44,0.25,4
154.75,62,61,0.25,0
154.75,62,61,0.25,1
154.75,66,63,0.25,0
155,33,44,1,4
155,62,61,0.5,0
155,62,61,0.5,1
155,66,63,0.5,0
155.25,74,68,0.25,2
155.5,66,63,0.5,0
155.5,66,63,0.5,1
155.5,69,65,0.5,0
155.5,69,65,0.5,2
156,38,47,1,4
156,45,51,2,3
156,69,65,1,0
156,69,65,1,1
156,72,67,1,0
156,78,70,0.25,2
156.25,74,68,0.25,2
156.5,69,65,0.5,2
156.75,78,70,0.75,2
157,33,44,1,4
157,67,64,0.5,0
157,67,64,0.5,1
157,71,66,0.5,0
157.25,74,68,0.25,2
157.5,69,65,0.5,0
157.5,69,65,0.5,1
157.5,69,65,0.5,2
157.5,72,67,0.5,0
158,40,48,2,3
158,40,48,1,4
158,64,62,1,2
158,71,66,0.5,0
158,71,66,0.5,1
158,74,68,0.5,0
158,76,69,1,2
158.5,67,64,0.25,2
158.5,69,65,0.5,0
158.5,69,65,0.5,1
158.5,72,67,0.5,0
158.75,71,66,0.75,2
159,35,45,1,4
159,64,62,0.75,2
159,67,64,0.5,0
159,67,64,0.5,1
159,71,66,0.5,0
159.25,76,69,0.25,2
159.5,66,63,0.5,0
159.5,66,63,0.5,1
159.5,69,65,0.5,0
159.5,71,66,0.5,2
160,40,48,1,4
160,45,51,2,3
160,57,58,1,2
160,64,62,0.5,0
160,64,62,0.5,1
160,67,64,0.5,0
160,76,69,1,2
160.5,66,63,0.5,0
160.5,66,63,0.5,1
160.5,69,65,0.5,0
160.5,69,65,0.25,2
160.75,72,67,0.75,2
161,36,46,1,4
161,57,58,0.5,2
161,64,62,0.5,0
161,64,62,0.5,1
161,67,64,0.5,0
161.25,76,69,0.25,2
161.5,62,61,0.5,0
161.5,62,61,0.5,1
161.5,66,63,0.5,0
161.5,69,65,0.5,2
162,40,48,2,3
162,40,48,1,4
162,59,59,1,0
162,59,59,1,1
162,64,62,1,0
162,64,62,1,2
162,76,69,1,2
162.5,67,64,0.25,2
162.75,71,66,0.75,2
163,35,45,1,4
163,64,62,1,0
163,64,62,1,1
163,64,62,0.75,2
163,67,64,1,0
163.25,76,69,0.25,2
163.5,71,66,0.5,2
164,40,48,2,3
164,40,48,1,4
164,64,62,3,0
164,64,62,3,1
164,64,62,1,2
164,67,64,1,0
164,76,69,1,2
164.5,67,64,0.25,2
164.75,71,66,0.75,2
165,35,45,1,4
165,67,64,0.5,0
165.25,76,69,0.25,2
165.5,69,65,0.5,0
165.5,71,66,0.5,2
166,40,48,2,3
166,40,48,1,4
166,64,62,1,2
166,71,66,0.5,0
166,76,69,1,2
166.5,67,64,0.25,2
166.5,69,65,0.16667,0
166.66667,71,66,0.16667,0
166.75,69,65,0.25,0
166.75,71,66,0.75,2
167,35,45,1,4
167,64,62,0.75,2
167,67,64,0.5,0
167.25,76,69,0.25,2
167.5,66,63,0.5,0
167.5,71,66,0.5,2
168,40,48,1,4
168,45,51,2,3
168,57,58,1,2
168,64,62,0.5,0
168,76,69,1,2
168.5,66,63,0.16667,0
168.5,69,65,0.25,2
168.66667,67,64,0.16667,0
168.75,66,63,0.25,0
168.75,72,67,0.75,2
169,36,46,1,4
169,57,58,0.5,2
169,64,62,0.5,0
169.25,76,69,0.25,2
169.5,62,61,0.5,0
169.5,69,65,0.5,2
170,40,48,2,3
170,40,48,1,4
170,59,59,1,0
170,64,62,1,2
170,76,69,1,2
170.5,67,64,0.25,2
170.75,71,66,0.75,2
171,35,45,1,4
171,64,62,1,0
171,64,62,0.75,2
171.25,76,69,0.25,2
171.5,71,66,0.5,2
171.83333,62,61,0.16667,0
172,40,48,2,3
172,40,48,1,4
172,64,62,3,0
172,64,62,1,2
172,76,69,1,2
172.5,67,64,0.25,2
172.75,71,66,0.75,2
173,35,45,1,4
173.25,76,69,0.25,2
173.5,71,66,0.5,2
174,40,48,2,3
174,40,48,1,4
174,76,69,0.25,2
174.25,71,66,0.25,2
174.5,67,64,0.25,2
174.75,38,47,0.25,4
174.75,76,69,0.75,2
175,40,48,0.5,4
175,62,61,1,1
175,62,61,1,5
175.25,71,66,0.25,2
175.5,42,49,0.5,4
175.5,67,64,0.5,2
176,43,50,2,3
176,43,50,1,4
176,67,64,1.5,1
176,67,64,0.5,5
176.5,67,64,0.75,2
176.5,67,64,0.16667,5
176.5,79,71,0.75,2
176.66667,67,64,0.16667,5
176.75,67,64,0.16667,5
177,38,47,1,4
177,67,64,0.25,5
177.25,71,66,0.25,2
177.5,67,64,0.25,5
177.5,69,65,0.5,1
177.5,69,65,0.5,2
178,43,50,2,3
178,43,50,1,4
178,67,64,1,1
178,67,64,0.5,5
178,79,71,0.25,2
178.25,74,68,0.25,2
178.5,67,64,0.5,5
178.5,71,66,0.25,2
178.75,79,71,0.5,2
179,38,47,1,4
179,59,59,0.5,1
179,59,59,0.5,5
179.25,74,68,0.25,2
179.5,60,60,0.5,1
179.5,60,60,0.5,5
179.5,71,66,0.5,2
