69,44,51,1,3
69,56,58,3,2
69,60,60,1,1
69,63,62,0.5,0
69.5,54,57,0.5,2
70,49,54,4,3
70,53,56,0.5,2
70,61,61,0.5,0
70.5,60,60,0.5,1
70.5,63,62,0.5,0
71,61,61,0.5,1
71,65,63,0.5,0
71.5,63,62,0.5,1
71.5,67,64,0.5,0
72,61,61,2,2
72,65,63,1,1
72,68,65,1,0
73,63,62,0.5,1
73,67,64,0.5,0
73.5,65,63,0.5,0
74,51,55,5.5,3
74,56,58,2,2
74,60,60,1.5,1
74,63,62,1,0
75,68,65,0.5,0
75.5,63,62,1,1
75.5,72,67,1,0
76,55,57,1,2
76.5,61,61,1.5,1
76.5,70,66,0.5,0
77,56,58,0.5,2
77,65,63,0.5,0
77.5,58,59,0.5,2
77.5,67,64,0.5,0
78,44,51,4,3
78,60,60,1.5,1
78,68,65,1.5,0
